Nodes,Pesticide_Max_Node,Refill_time,Max_num_drones,Seed,Total_time,Max_trips,Cost,Gap,Time
4.0,14.0,90.0,3.0,0.0,498.2250376387861,2.0,1015.0754237160446,0.0,1.2113919258117676
4.0,14.0,90.0,3.0,1.0,277.2076375385104,1.0,794.0160754121614,0.0,0.05855679512023926
4.0,14.0,90.0,3.0,2.0,427.5846671171248,2.0,811.5098991550813,0.0,0.5560135841369629
4.0,14.0,90.0,3.0,3.0,450.0156227095586,2.0,910.5603239747243,0.0,0.7772829532623291
4.0,14.0,90.0,3.0,4.0,498.5581492585316,2.0,867.5805144761598,0.0,0.29977989196777344
4.0,14.0,90.0,4.0,0.0,340.723622704879,2.0,715.433747102475,0.0,2.286771297454834
4.0,14.0,90.0,4.0,1.0,277.2076375385104,1.0,726.3228457269231,0.0,0.1651625633239746
4.0,14.0,90.0,4.0,2.0,252.69289824148203,1.0,520.5376160507959,0.0,0.11861586570739746
4.0,14.0,90.0,4.0,3.0,319.8727646636677,1.0,682.977111757207,0.0,0.14934706687927246
4.0,14.0,90.0,4.0,4.0,415.5485202182636,1.0,725.1010021168971,0.0,0.10660910606384277
5.0,10.0,30.0,2.0,0.0,498.96594281317317,2.0,1176.0765767943221,0.0,2.6131880283355713
5.0,10.0,30.0,2.0,1.0,486.24805396701913,2.0,1526.3817291080807,0.0,4.731940031051636
5.0,10.0,30.0,2.0,2.0,457.42770065687785,2.0,1358.8566029375793,0.0,2.8102331161499023
5.0,10.0,30.0,2.0,3.0,567.7525539280773,2.0,1724.797547275873,0.0,5.722167253494263
5.0,10.0,30.0,2.0,4.0,651.5603631063561,2.0,1475.565752773588,0.0,3.5776796340942383
5.0,10.0,30.0,3.0,0.0,406.1488996609809,2.0,824.6276117951804,0.0,29.483076095581055
5.0,10.0,30.0,3.0,1.0,339.3337061933985,1.0,1081.6186335850443,0.0,0.3093390464782715
5.0,10.0,30.0,3.0,2.0,347.39831650986173,2.0,948.46461823595,0.0,17.243996620178223
5.0,10.0,30.0,3.0,3.0,403.2265265770461,2.0,1214.6215415679615,0.0,19.471293926239014
5.0,10.0,30.0,3.0,4.0,459.41599691993815,2.0,1019.7851602385978,9.289710207225404e-07,15.370166778564453
5.0,10.0,30.0,4.0,0.0,299.5089965879197,1.0,648.6226346354474,0.0,0.6954753398895264
5.0,10.0,30.0,4.0,1.0,237.17367526038947,1.0,844.6722335316339,0.0,0.6202666759490967
5.0,10.0,30.0,4.0,2.0,249.01487610938602,1.0,746.0891808540541,0.0,0.43094420433044434
5.0,10.0,30.0,4.0,3.0,319.9764005200909,1.0,975.6287465313787,0.0,1.0036518573760986
5.0,10.0,30.0,4.0,4.0,306.73395857400004,1.0,753.1975369413901,0.0,0.48644232749938965
5.0,10.0,60.0,2.0,0.0,528.9659428131732,2.0,1252.7085532664587,0.0,2.997117757797241
5.0,10.0,60.0,2.0,1.0,516.2480539670191,2.0,1616.0360809317888,0.0,3.1131341457366943
5.0,10.0,60.0,2.0,2.0,487.42770065687785,2.0,1454.6536398688938,0.0,4.493074178695679
5.0,10.0,60.0,2.0,3.0,597.7525539280773,2.0,1810.9250339972932,0.0,7.962209224700928
5.0,10.0,60.0,2.0,4.0,681.560363106356,2.0,1543.058563272112,0.0,4.361338376998901
5.0,10.0,60.0,3.0,0.0,436.14889966098093,2.0,866.350066484234,0.0,7.91921591758728
5.0,10.0,60.0,3.0,1.0,339.3337061933985,1.0,1081.6186335850443,0.0,0.2993171215057373
5.0,10.0,60.0,3.0,2.0,377.39831650986173,2.0,989.7459528852083,4.88267713315157e-06,16.873655319213867
5.0,10.0,60.0,3.0,3.0,433.2265265770461,2.0,1258.2208041994854,1.4465312360593055e-06,21.728859186172485
5.0,10.0,60.0,3.0,4.0,489.41599691993815,2.0,1052.6662728986216,3.187293075755148e-06,17.051478385925293
5.0,10.0,60.0,4.0,0.0,299.5089965879197,1.0,648.6226346354474,0.0,0.6956038475036621
5.0,10.0,60.0,4.0,1.0,237.17367526038947,1.0,844.6722335316339,0.0,0.6105833053588867
5.0,10.0,60.0,4.0,2.0,249.01487610938602,1.0,746.0891808540541,0.0,0.4304826259613037
5.0,10.0,60.0,4.0,3.0,319.9764005200909,1.0,975.6287465313787,0.0,1.0144309997558594
5.0,10.0,60.0,4.0,4.0,306.73395857400004,1.0,753.1975369413901,0.0,0.48844408988952637
5.0,10.0,90.0,2.0,0.0,558.9659428131732,2.0,1329.3405297385943,0.0,2.906806468963623
5.0,10.0,90.0,2.0,1.0,578.6254953856042,2.0,1680.4525333847846,0.0,4.402297258377075
5.0,10.0,90.0,2.0,2.0,517.4277006568772,2.0,1548.2350624584874,0.0,1.3441243171691895
5.0,10.0,90.0,2.0,3.0,627.7525539280773,2.0,1897.0525207187134,0.0,6.15825343132019
5.0,10.0,90.0,2.0,4.0,699.8515509338886,2.0,1614.9482640000576,0.0,4.3807213306427
5.0,10.0,90.0,3.0,0.0,466.14889966098093,2.0,908.0725211732876,0.0,10.243410110473633
5.0,10.0,90.0,3.0,1.0,339.3337061933985,1.0,1081.6186335850443,0.0,0.3162877559661865
5.0,10.0,90.0,3.0,2.0,407.39831650986173,2.0,1031.0272875344667,0.0,13.467794418334961
5.0,10.0,90.0,3.0,3.0,463.2265265770461,2.0,1301.8200668310092,0.0,14.483928918838501
5.0,10.0,90.0,3.0,4.0,519.4159969199382,2.0,1085.547385558646,0.0,9.219978094100952
5.0,10.0,90.0,4.0,0.0,299.5089965879197,1.0,648.6226346354474,0.0,0.6927871704101562
5.0,10.0,90.0,4.0,1.0,237.17367526038947,1.0,844.6722335316339,0.0,0.5838072299957275
5.0,10.0,90.0,4.0,2.0,249.01487610938602,1.0,746.0891808540541,0.0,0.4460158348083496
5.0,10.0,90.0,4.0,3.0,319.9764005200909,1.0,975.6287465313787,0.0,0.9902474880218506
5.0,10.0,90.0,4.0,4.0,306.73395857400004,1.0,753.1975369413901,0.0,0.49486374855041504
5.0,12.0,30.0,2.0,0.0,583.2466169801974,3.0,1294.796644923086,0.0,71.7066297531128
5.0,12.0,30.0,2.0,1.0,510.5680294047889,2.0,1587.2386714807221,0.0,2.4040439128875732
5.0,12.0,30.0,2.0,2.0,467.06132189214514,2.0,1519.2191880136902,0.0,3.785025119781494
5.0,12.0,30.0,2.0,3.0,648.9919485205409,3.0,1864.6740238139905,0.0,69.8183982372284
5.0,12.0,30.0,2.0,4.0,641.4436743201711,3.0,1506.367282162253,0.0,31.37272548675537
5.0,12.0,30.0,3.0,0.0,424.90055377489546,2.0,947.7458846514099,0.0,31.035725831985474
5.0,12.0,30.0,3.0,1.0,395.9034061729944,2.0,1175.7945372452589,0.0,7.1293463706970215
5.0,12.0,30.0,3.0,2.0,364.3463224391393,2.0,1062.0725278328114,0.0,45.61458468437195
5.0,12.0,30.0,3.0,3.0,427.48240564035444,2.0,1332.741725852456,0.0,25.405818462371826
5.0,12.0,30.0,3.0,4.0,521.6116704725102,2.0,1082.1850754321986,0.0,29.87772035598755
5.0,12.0,30.0,4.0,0.0,278.7642542415841,2.0,737.6045199238711,0.0,77.96736717224121
5.0,12.0,30.0,4.0,1.0,244.89764681905996,1.0,873.3276252490357,0.0,0.6788723468780518
5.0,12.0,30.0,4.0,2.0,264.40543302088173,1.0,811.5095352358176,0.0,0.5254499912261963
5.0,12.0,30.0,4.0,3.0,358.90925516823637,2.0,1060.102874778003,0.0,48.31812882423401
5.0,12.0,30.0,4.0,4.0,420.004965841834,2.0,862.9050832129756,0.0,39.24940252304077
5.0,12.0,60.0,2.0,0.0,643.2466169801974,3.0,1413.1510760842755,0.0,23.01375150680542
5.0,12.0,60.0,2.0,1.0,540.5680294047888,2.0,1676.89302330443,0.0,2.6488571166992188
5.0,12.0,60.0,2.0,2.0,497.06132189214514,2.0,1659.454473943243,0.0,3.0412440299987793
5.0,12.0,60.0,2.0,3.0,708.9919485205409,3.0,1993.4297346253068,1.3274551389885595e-06,98.0426869392395
5.0,12.0,60.0,2.0,4.0,686.4937840753646,3.0,1609.446720085708,0.0,32.34083366394043
5.0,12.0,60.0,3.0,0.0,454.90055377489546,2.0,1024.3778611235462,0.0,7.511541366577148
5.0,12.0,60.0,3.0,1.0,425.9034061729944,2.0,1229.0039252118252,0.0,8.799954175949097
5.0,12.0,60.0,3.0,2.0,416.04956949407693,2.0,1111.1667654035268,0.0,16.876242637634277
5.0,12.0,60.0,3.0,3.0,457.3696245550198,2.0,1376.2604692141654,0.0,17.13984441757202
5.0,12.0,60.0,3.0,4.0,551.6116704725102,2.0,1115.2661880922224,1.451422240103668e-06,12.981770992279053
5.0,12.0,60.0,4.0,0.0,308.7642542415841,2.0,772.6640417069535,0.0,52.06664776802063
5.0,12.0,60.0,4.0,1.0,244.89764681905996,1.0,873.3276252490357,0.0,0.684624195098877
5.0,12.0,60.0,4.0,2.0,264.40543302088173,1.0,811.5095352358176,0.0,0.5444951057434082
5.0,12.0,60.0,4.0,3.0,388.90925516823637,2.0,1102.5810988678993,0.009302323328598986,57.37635111808777
5.0,12.0,60.0,4.0,4.0,443.80593699353085,2.0,889.0624937710342,1.9001334664135976e-06,29.530407667160034
5.0,12.0,90.0,2.0,0.0,703.2466169801974,3.0,1531.505507245465,1.3255233361472738e-07,29.837209463119507
5.0,12.0,90.0,2.0,1.0,570.5680294047888,2.0,1766.5473751281381,0.0,3.5859522819519043
5.0,12.0,90.0,2.0,2.0,527.0613218921451,2.0,1799.689759872796,0.0,4.627135753631592
5.0,12.0,90.0,2.0,3.0,768.9919485205409,3.0,2122.185445436623,0.0,93.06411790847778
5.0,12.0,90.0,2.0,4.0,746.4937840753646,3.0,1721.8209374732332,1.5645874353583958e-06,51.69297122955322
5.0,12.0,90.0,3.0,0.0,484.9005537748954,2.0,1101.0098375956823,0.0,23.25401759147644
5.0,12.0,90.0,3.0,1.0,455.9034061729944,2.0,1282.2133131783917,0.0,10.901902198791504
5.0,12.0,90.0,3.0,2.0,446.04956949407693,2.0,1152.448100052785,4.4838646883276164e-06,13.110475063323975
5.0,12.0,90.0,3.0,3.0,487.3696245550198,2.0,1419.9597318456892,0.0,29.417844772338867
5.0,12.0,90.0,3.0,4.0,581.61167047251,2.0,1148.3473007522462,0.0,10.193454265594482
5.0,12.0,90.0,4.0,0.0,338.7642542415842,2.0,807.7235634900363,0.0,61.06554889678955
5.0,12.0,90.0,4.0,1.0,244.89764681905996,1.0,873.3276252490357,0.0,0.6796174049377441
5.0,12.0,90.0,4.0,2.0,264.40543302088173,1.0,811.5095352358176,0.0,0.5377695560455322
5.0,12.0,90.0,4.0,3.0,418.90925516823637,2.0,1145.0593229577955,0.0,48.77805733680725
5.0,12.0,90.0,4.0,4.0,473.80593699353085,2.0,921.9936064310581,0.0,27.00520372390747
5.0,14.0,30.0,2.0,0.0,602.3653938549442,3.0,1509.4061489118235,0.0,29.677343368530273
5.0,14.0,30.0,2.0,1.0,512.9971188780082,2.0,1676.1551377296814,0.0,2.8926262855529785
5.0,14.0,30.0,2.0,2.0,552.3547513764006,3.0,1615.907265550633,0.0,132.0591962337494
5.0,14.0,30.0,2.0,3.0,671.1505842249456,3.0,1945.4187040868258,0.0,72.65144467353821
5.0,14.0,30.0,2.0,4.0,683.466756808297,3.0,1633.018445932737,0.0,22.15300750732422
5.0,14.0,30.0,3.0,0.0,463.73925214929284,2.0,1063.820651936221,0.0,26.75164270401001
5.0,14.0,30.0,3.0,1.0,409.22481958182897,2.0,1217.1117654924415,4.0540149489230123e-07,28.050729751586914
5.0,14.0,30.0,3.0,2.0,437.85174462830855,2.0,1174.4868372749743,0.0,36.5696918964386
5.0,14.0,30.0,3.0,3.0,477.05548336717607,2.0,1462.3430858782035,0.0,25.911407232284546
5.0,14.0,30.0,3.0,4.0,533.8428666338477,2.0,1162.2499848366674,0.0,15.376636505126953
5.0,14.0,30.0,4.0,0.0,398.7239024339564,2.0,811.3783655436221,26.387470129943335,128.55755186080933
5.0,14.0,30.0,4.0,1.0,254.92904390261327,1.0,905.8172239676477,0.0,0.3928408622741699
5.0,14.0,30.0,4.0,2.0,338.48771057145177,2.0,891.3330806428148,8.926237515832259e-07,71.69929122924805
5.0,14.0,30.0,4.0,3.0,381.0678908726412,2.0,1120.5958299971267,3.903454614801648e-06,204.3166482448578
5.0,14.0,30.0,4.0,4.0,436.6109669567345,2.0,906.7664083362891,1.3588710156699876e-06,39.98459553718567
5.0,14.0,60.0,2.0,0.0,662.3653938549442,3.0,1677.6520172330834,0.0,56.53494739532471
5.0,14.0,60.0,2.0,1.0,542.9971188780081,2.0,1765.809489553389,0.0,4.2545130252838135
5.0,14.0,60.0,2.0,2.0,612.3547513764006,3.0,1797.473886129444,0.0,56.2790367603302
5.0,14.0,60.0,2.0,3.0,731.1505842249456,3.0,2074.174414898143,0.0,30.145602703094482
5.0,14.0,60.0,2.0,4.0,743.466756808297,3.0,1752.5836850685255,5.113641215935087e-07,49.419841051101685
5.0,14.0,60.0,3.0,0.0,493.73925214929284,2.0,1140.452628408357,0.0,38.37764310836792
5.0,14.0,60.0,3.0,1.0,439.22481958182897,2.0,1270.421153459008,0.0,16.527308702468872
5.0,14.0,60.0,3.0,2.0,415.3091650480292,2.0,1237.1536604704743,0.0,26.358354568481445
5.0,14.0,60.0,3.0,3.0,507.05548336717607,2.0,1542.7803006947067,0.0,74.26101899147034
5.0,14.0,60.0,3.0,4.0,563.8428666338477,2.0,1225.7478229462981,0.0,11.330020904541016
5.0,14.0,60.0,4.0,0.0,343.5300678994995,2.0,852.5896750356058,0.0,86.30761671066284
5.0,14.0,60.0,4.0,1.0,254.92904390261327,1.0,905.8172239676477,0.0,0.38535094261169434
5.0,14.0,60.0,4.0,2.0,368.48771057145177,2.0,932.6644152920733,5.326392800691527e-07,36.368042945861816
5.0,14.0,60.0,4.0,3.0,411.0678908726412,2.0,1163.0740540870231,0.0,55.991570234298706
5.0,14.0,60.0,4.0,4.0,466.6109669567345,2.0,939.6975209963131,0.0,22.38360857963562
5.0,14.0,90.0,2.0,0.0,722.3653938549442,3.0,1845.8978855543428,0.0,46.354326248168945
5.0,14.0,90.0,2.0,1.0,572.9971188780082,2.0,1855.4638413770974,0.0,4.280183792114258
5.0,14.0,90.0,2.0,2.0,672.3547513764006,3.0,1979.0405067082556,0.0,97.00849771499634
